"date","route","rides"
2015-06-12,19,6528
2015-06-13,19,3586
2015-06-14,19,3029
2015-06-15,19,6308
2015-06-16,19,6571
2015-06-17,19,6168
2015-06-18,19,6564
2015-06-19,19,6362
2015-06-20,19,4603
2015-06-21,19,3377
2015-06-22,19,6104
2015-06-23,19,7030
2015-06-24,19,6181
2015-06-25,19,6741
2015-06-26,19,6513
2015-06-27,19,4825
2015-06-28,19,3006
2015-06-29,19,6274
2015-06-30,19,6623
2015-07-01,19,6799
2015-07-02,19,6542
2015-07-03,19,5118
2015-07-04,19,3935
2015-07-05,19,3089
2015-07-06,19,5637
2015-07-07,19,6398
2015-07-08,19,6501
2015-07-09,19,6216
2015-07-10,19,6385
2015-07-11,19,4192
2015-07-12,19,3194
2015-07-13,19,6401
2015-07-14,19,6539
2015-07-15,19,6286
2015-07-16,19,5876
2015-07-17,19,6234
2015-07-18,19,4428
2015-07-19,19,3352
2015-07-20,19,6342
2015-07-21,19,6460
2015-07-22,19,5974
2015-07-23,19,6213
2015-07-24,19,6267
2015-07-25,19,4149
2015-07-26,19,3047
2015-07-27,19,6676
2015-07-28,19,6073
2015-07-29,19,6733
2015-07-30,19,6310
2015-07-31,19,6788
2015-08-01,19,5177
2015-08-02,19,3335
2015-08-03,19,6787
2015-08-04,19,6418
2015-08-05,19,6393
2015-08-06,19,5437
2015-08-07,19,6025
2015-08-08,19,4370
2015-08-09,19,3149
2015-08-10,19,6492
2015-08-11,19,6534
2015-08-12,19,6345
2015-08-13,19,6369
2015-08-14,19,6389
2015-08-15,19,3897
2015-08-16,19,3159
2015-08-17,19,6216
2015-08-18,19,5944
2015-08-19,19,6551
2015-08-20,19,6967
2015-08-21,19,6269
2015-08-22,19,4431
2015-08-23,19,3332
2015-08-24,19,7484
2015-08-25,19,7523
2015-08-26,19,8199
2015-08-27,19,7570
2015-08-28,19,7556
2015-08-29,19,4829
2015-08-30,19,3221
2015-08-31,19,7404
2015-09-01,19,8072
2015-09-02,19,8088
2015-09-03,19,7715
2015-09-04,19,7708
2015-09-05,19,4966
2015-09-06,19,3591
2015-09-07,19,3765
2015-09-08,19,8539
2015-09-09,19,6939
2015-09-10,19,7691
2015-09-11,19,7356
2015-09-12,19,4742
2015-09-13,19,3465
2015-09-14,19,7197
2015-09-15,19,7779
2015-09-16,19,7207
2015-09-17,19,6808
2015-09-18,19,7110
2015-09-19,19,4886
2015-09-20,19,3415
2015-09-21,19,7213
2015-09-22,19,7606
2015-09-23,19,7071
2015-09-24,19,7317
2015-09-25,19,7590
2015-09-26,19,4873
2015-09-27,19,3118
2015-09-28,19,7571
2015-09-29,19,7765
2015-09-30,19,7380
2015-10-01,19,7956
2015-10-02,19,7806
2015-10-03,19,4747
2015-10-04,19,3204
2015-10-05,19,7557
2015-10-06,19,8792
2015-10-07,19,7907
2015-10-08,19,7324
2015-10-09,19,7494
2015-10-10,19,4732
2015-10-11,19,3564
2015-10-12,19,7013
2015-10-13,19,7798
2015-10-14,19,6769
2015-10-15,19,6266
2015-10-16,19,6306
2015-10-17,19,4595
2015-10-18,19,2986
2015-10-19,19,6943
2015-10-20,19,7516
2015-10-21,19,7400
2015-10-22,19,7310
2015-10-23,19,6463
2015-10-24,19,4671
2015-10-25,19,3092
2015-10-26,19,7632
2015-10-27,19,7310
2015-10-28,19,6890
2015-10-29,19,6536
2015-10-30,19,7401
2015-10-31,19,5159
2015-11-01,19,3575
2015-11-02,19,7705
2015-11-03,19,7830
2015-11-04,19,7575
2015-11-05,19,7485
2015-11-06,19,7800
2015-11-07,19,4657
2015-11-08,19,3363
2015-11-09,19,7364
2015-11-10,19,7450
2015-11-11,19,6203
2015-11-12,19,6925
2015-11-13,19,7162
2015-11-14,19,4669
2015-11-15,19,3380
2015-11-16,19,6088
2015-11-17,19,6806
2015-11-18,19,7174
2015-11-19,19,6927
2015-11-20,19,7341
2015-11-21,19,4300
2015-11-22,19,3108
2015-11-23,19,7321
2015-11-24,19,7485
2015-11-25,19,6496
2015-11-26,19,2362
2015-11-27,19,3904
2015-11-28,19,3937
2015-11-29,19,2655
2015-11-30,19,7174
2015-12-01,19,7460
2015-12-02,19,7216
2015-12-03,19,7413
2015-12-04,19,7539
2015-12-05,19,4323
2015-12-06,19,3176
2015-12-07,19,7575
2015-12-08,19,7414
2015-12-09,19,7531
2015-12-10,19,7112
2015-12-11,19,6976
2015-12-12,19,4960
2015-12-13,19,3032
2015-12-14,19,6623
2015-12-15,19,7098
2015-12-16,19,6860
2015-12-17,19,6720
2015-12-18,19,6816
2015-12-19,19,4238
2015-12-20,19,3066
2015-12-21,19,6326
2015-12-22,19,6271
2015-12-23,19,5974
2015-12-24,19,4009
2015-12-25,19,1931
2015-12-26,19,3963
2015-12-27,19,2564
2015-12-28,19,5281
2015-12-29,19,4976
2015-12-30,19,5650
2015-12-31,19,5430
2016-01-01,19,3273
2016-01-02,19,3859
2016-01-03,19,2898
2016-01-04,19,6521
2016-01-05,19,6916
2016-01-06,19,6943
2016-01-07,19,6790
2016-01-08,19,6844
2016-01-09,19,3526
2016-01-10,19,1925
2016-01-11,19,6016
2016-01-12,19,6286
2016-01-13,19,6907
2016-01-14,19,6650
2016-01-15,19,6182
2016-01-16,19,3226
2016-01-17,19,1937
2016-01-18,19,3703
2016-01-19,19,6096
2016-01-20,19,6888
2016-01-21,19,7061
2016-01-22,19,6596
2016-01-23,19,3884
2016-01-24,19,2788
2016-01-25,19,6920
2016-01-26,19,6670
2016-01-27,19,7071
2016-01-28,19,6971
2016-01-29,19,6742
2016-01-30,19,4352
2016-01-31,19,3267
2016-02-01,19,7681
2016-02-02,19,6366
2016-02-03,19,6277
2016-02-04,19,6929
2016-02-05,19,7018
2016-02-06,19,4402
2016-02-07,19,2887
2016-02-08,19,6421
2016-02-09,19,6654
2016-02-10,19,6727
2016-02-11,19,6376
2016-02-12,19,5764
2016-02-13,19,3923
2016-02-14,19,2834
2016-02-15,19,4970
2016-02-16,19,7036
2016-02-17,19,7023
2016-02-18,19,7176
2016-02-19,19,6416
2016-02-20,19,4304
2016-02-21,19,2941
2016-02-22,19,6949
2016-02-23,19,6633
2016-02-24,19,6917
2016-02-25,19,6903
2016-02-26,19,6921
2016-02-27,19,5370
2016-02-28,19,2458
2016-02-29,19,6551
2016-03-01,19,6880
2016-03-02,19,6882
2016-03-03,19,6715
2016-03-04,19,6505
2016-03-05,19,3842
2016-03-06,19,3454
2016-03-07,19,6960
2016-03-08,19,7076
2016-03-09,19,7011
2016-03-10,19,7082
2016-03-11,19,7514
2016-03-12,19,4970
2016-03-13,19,3053
2016-03-14,19,7046
2016-03-15,19,6500
2016-03-16,19,6815
2016-03-17,19,6898
2016-03-18,19,6491
2016-03-19,19,4051
2016-03-20,19,3030
2016-03-21,19,7319
2016-03-22,19,6967
2016-03-23,19,6677
2016-03-24,19,7385
2016-03-25,19,6088
2016-03-26,19,3957
2016-03-27,19,2628
2016-03-28,19,6397
2016-03-29,19,6191
2016-03-30,19,5888
2016-03-31,19,5894
2016-04-01,19,6725
2016-04-02,19,3927
2016-04-03,19,3024
2016-04-04,19,7075
2016-04-05,19,6503
2016-04-06,19,6830
2016-04-07,19,6515
2016-04-08,19,6428
2016-04-09,19,4070
2016-04-10,19,2910
2016-04-11,19,6762
2016-04-12,19,6987
2016-04-13,19,7325
2016-04-14,19,7106
2016-04-15,19,7169
2016-04-16,19,4711
2016-04-17,19,3479
2016-04-18,19,6810
2016-04-19,19,7010
2016-04-20,19,6974
2016-04-21,19,6487
2016-04-22,19,6841
2016-04-23,19,4103
2016-04-24,19,2252
2016-04-25,19,6283
2016-04-26,19,7084
2016-04-27,19,6695
2016-04-28,19,5917
2016-04-29,19,7104
2016-04-30,19,3921
2016-05-01,19,3456
2016-05-02,19,7315
2016-05-03,19,7416
2016-05-04,19,7235
2016-05-05,19,6976
2016-05-06,19,7033
2016-05-07,19,4554
2016-05-08,19,3268
2016-05-09,19,6072
2016-05-10,19,6596
2016-05-11,19,6669
2016-05-12,19,6713
2016-05-13,19,6284
2016-05-14,19,3971
2016-05-15,19,2971
2016-05-16,19,6637
2016-05-17,19,6983
2016-05-18,19,6835
2016-05-19,19,7256
2016-05-20,19,7123
2016-05-21,19,4350
2016-05-22,19,3548
2016-05-23,19,6638
2016-05-24,19,6866
2016-05-25,19,6703
2016-05-26,19,6769
2016-05-27,19,6106
2016-05-28,19,3957
2016-05-29,19,2949
2016-05-30,19,3635
2016-05-31,19,6226
2016-06-01,19,6918
2016-06-02,19,6999
2016-06-03,19,6620
2016-06-04,19,4056
2016-06-05,19,3600
2016-06-06,19,6710
2016-06-07,19,6732
2016-06-08,19,6627
2016-06-09,19,6357
2016-06-10,19,6018
2016-06-11,19,3993
2016-06-12,19,3193
2016-06-13,19,5799
2016-06-14,19,5445
2016-06-15,19,6175
2016-06-16,19,6179
2016-06-17,19,5912
2016-06-18,19,4427
2016-06-19,19,2986
2016-06-20,19,6036
2016-06-21,19,6104
2016-06-22,19,6345
2016-06-23,19,6111
2016-06-24,19,6034
2016-06-25,19,4061
2016-06-26,19,3302
2016-06-27,19,5571
2016-06-28,19,5760
2016-06-29,19,6256
2016-06-30,19,6034
2016-07-01,19,5980
2016-07-02,19,4145
2016-07-03,19,3264
2016-07-04,19,3289
2016-07-05,19,5107
2016-07-06,19,6006
2016-07-07,19,5400
2016-07-08,19,5331
2016-07-09,19,4046
2016-07-10,19,3004
2016-07-11,19,5632
2016-07-12,19,5716
2016-07-13,19,6274
2016-07-14,19,5828
2016-07-15,19,6191
2016-07-16,19,3941
2016-07-17,19,3249
2016-07-18,19,5666
2016-07-19,19,5977
2016-07-20,19,5663
2016-07-21,19,5548
2016-07-22,19,5765
2016-07-23,19,3374
2016-07-24,19,3187
2016-07-25,19,6215
2016-07-26,19,5789
2016-07-27,19,5546
2016-07-28,19,6031
2016-07-29,19,6013
2016-07-30,19,3981
2016-07-31,19,3110
2016-08-01,19,6076
2016-08-02,19,6061
2016-08-03,19,6304
2016-08-04,19,5499
2016-08-05,19,6092
2016-08-06,19,4140
2016-08-07,19,3112
2016-08-08,19,5937
2016-08-09,19,5661
2016-08-10,19,5801
2016-08-11,19,5406
2016-08-12,19,5711
2016-08-13,19,4189
2016-08-14,19,2893
2016-08-15,19,5807
2016-08-16,19,5706
2016-08-17,19,6253
2016-08-18,19,5791
2016-08-19,19,5722
2016-08-20,19,3799
2016-08-21,19,3317
2016-08-22,19,6276
2016-08-23,19,6156
2016-08-24,19,6211
2016-08-25,19,6426
2016-08-26,19,6667
2016-08-27,19,4187
2016-08-28,19,3296
2016-08-29,19,6539
2016-08-30,19,6945
2016-08-31,19,6711
2016-09-01,19,7509
2016-09-02,19,7559
2016-09-03,19,4139
2016-09-04,19,3444
2016-09-05,19,3528
2016-09-06,19,6759
2016-09-07,19,7338
2016-09-08,19,7322
2016-09-09,19,7132
2016-09-10,19,4576
2016-09-11,19,3717
2016-09-12,19,7286
2016-09-13,19,7113
2016-09-14,19,7282
2016-09-15,19,6865
2016-09-16,19,7323
2016-09-17,19,4499
2016-09-18,19,3613
2016-09-19,19,7233
2016-09-20,19,7227
2016-09-21,19,6886
2016-09-22,19,6945
2016-09-23,19,6922
2016-09-24,19,4296
2016-09-25,19,3281
2016-09-26,19,7651
2016-09-27,19,6768
2016-09-28,19,7421
2016-09-29,19,7251
2016-09-30,19,7603
2016-10-01,19,4610
2016-10-02,19,3841
2016-10-03,19,7569
2016-10-04,19,7269
2016-10-05,19,7596
2016-10-06,19,7374
2016-10-07,19,7329
2016-10-08,19,4029
2016-10-09,19,3170
2016-10-10,19,6893
2016-10-11,19,7145
2016-10-12,19,6976
2016-10-13,19,7175
2016-10-14,19,6974
2016-10-15,19,3854
2016-10-16,19,2937
2016-10-17,19,7089
2016-10-18,19,6905
2016-10-19,19,6675
2016-10-20,19,6637
2016-10-21,19,6234
2016-10-22,19,4299
2016-10-23,19,3376
2016-10-24,19,7414
2016-10-25,19,6761
2016-10-26,19,7063
2016-10-27,19,7261
2016-10-28,19,7390
2016-10-29,19,4350
2016-10-30,19,3325
2016-10-31,19,7472
2016-11-01,19,7222
2016-11-02,19,7232
2016-11-03,19,6802
2016-11-04,19,6390
2016-11-05,19,4564
2016-11-06,19,3364
2016-11-07,19,6951
2016-11-08,19,7315
2016-11-09,19,7013
2016-11-10,19,7287
2016-11-11,19,6671
2016-11-12,19,4331
2016-11-13,19,3171
2016-11-14,19,7024
2016-11-15,19,6954
2016-11-16,19,7076
2016-11-17,19,7461
2016-11-18,19,5777
2016-11-19,19,3879
2016-11-20,19,2992
2016-11-21,19,6782
2016-11-22,19,5933
2016-11-23,19,5524
2016-11-24,19,2320
2016-11-25,19,4009
2016-11-26,19,3770
2016-11-27,19,2569
2016-11-28,19,6134
2016-11-29,19,6190
2016-11-30,19,6871
2016-12-01,19,6942
2016-12-02,19,6728
2016-12-03,19,4361
2016-12-04,19,2989
2016-12-05,19,7217
2016-12-06,19,5851
2016-12-07,19,6039
2016-12-08,19,5929
2016-12-09,19,6118
2016-12-10,19,3702
2016-12-11,19,2738
2016-12-12,19,5875
2016-12-13,19,6007
2016-12-14,19,5697
2016-12-15,19,5488
2016-12-16,19,5902
2016-12-17,19,3229
2016-12-18,19,2028
2016-12-19,19,5589
2016-12-20,19,5842
2016-12-21,19,5705
2016-12-22,19,5661
2016-12-23,19,5060
2016-12-24,19,3487
2016-12-25,19,1734
2016-12-26,19,3367
2016-12-27,19,4997
2016-12-28,19,5530
2016-12-29,19,5240
2016-12-30,19,4793
2016-12-31,19,3646
2017-01-01,19,2926
2017-01-02,19,3786
2017-01-03,19,5660
2017-01-04,19,5463
2017-01-05,19,5560
2017-01-06,19,5658
2017-01-07,19,3155
2017-01-08,19,2416
2017-01-09,19,6267
2017-01-10,19,6340
2017-01-11,19,6059
2017-01-12,19,6086
2017-01-13,19,5886
2017-01-14,19,3701
2017-01-15,19,2933
2017-01-16,19,4347
2017-01-17,19,6812
2017-01-18,19,6832
2017-01-19,19,6928
2017-01-20,19,6569
2017-01-21,19,3961
2017-01-22,19,3023
2017-01-23,19,6715
2017-01-24,19,6285
2017-01-25,19,6679
2017-01-26,19,6670
2017-01-27,19,6095
2017-01-28,19,3997
2017-01-29,19,3053
2017-01-30,19,6248
2017-01-31,19,6632
2017-02-01,19,6675
2017-02-02,19,6263
2017-02-03,19,6598
2017-02-04,19,3914
2017-02-05,19,3142
2017-02-06,19,6643
2017-02-07,19,6511
2017-02-08,19,6337
2017-02-09,19,6253
2017-02-10,19,6606
2017-02-11,19,4364
2017-02-12,19,3195
2017-02-13,19,7296
2017-02-14,19,7211
2017-02-15,19,7150
2017-02-16,19,6936
2017-02-17,19,6711
2017-02-18,19,4302
2017-02-19,19,3523
2017-02-20,19,4458
2017-02-21,19,7307
2017-02-22,19,7217
2017-02-23,19,6620
2017-02-24,19,6273
2017-02-25,19,3953
2017-02-26,19,3051
2017-02-27,19,7094
2017-02-28,19,6613
2017-03-01,19,6956
2017-03-02,19,6567
2017-03-03,19,6213
2017-03-04,19,4045
2017-03-05,19,3319
2017-03-06,19,6492
2017-03-07,19,7009
2017-03-08,19,6606
2017-03-09,19,6642
2017-03-10,19,6604
2017-03-11,19,3669
2017-03-12,19,2542
2017-03-13,19,6029
2017-03-14,19,6310
2017-03-15,19,6669
2017-03-16,19,6733
2017-03-17,19,6729
2017-03-18,19,3994
2017-03-19,19,2773
2017-03-20,19,6839
2017-03-21,19,6478
2017-03-22,19,6532
2017-03-23,19,6666
2017-03-24,19,6744
2017-03-25,19,3761
2017-03-26,19,2986
2017-03-27,19,7185
2017-03-28,19,7116
2017-03-29,19,6754
2017-03-30,19,6704
2017-03-31,19,6215
2017-04-01,19,4615
2017-04-02,19,3016
2017-04-03,19,6235
2017-04-04,19,6572
2017-04-05,19,6320
2017-04-06,19,6556
2017-04-07,19,6278
2017-04-08,19,4440
2017-04-09,19,3238
2017-04-10,19,6408
2017-04-11,19,6980
2017-04-12,19,6737
2017-04-13,19,7019
2017-04-14,19,6732
2017-04-15,19,3945
2017-04-16,19,3118
2017-04-17,19,6925
2017-04-18,19,6723
2017-04-19,19,6747
2017-04-20,19,6934
2017-04-21,19,7238
2017-04-22,19,4665
2017-04-23,19,3214
2017-04-24,19,6449
2017-04-25,19,6878
2017-04-26,19,6795
2017-04-27,19,6698
2017-04-28,19,6968
2017-04-29,19,3991
2017-04-30,19,2730
2017-05-01,19,6697
2017-05-02,19,7033
2017-05-03,19,7438
2017-05-04,19,7097
2017-05-05,19,7140
2017-05-06,19,4435
2017-05-07,19,3324
2017-05-08,19,6820
2017-05-09,19,7064
2017-05-10,19,7194
2017-05-11,19,7153
2017-05-12,19,6981
2017-05-13,19,4513
2017-05-14,19,3190
2017-05-15,19,6324
2017-05-16,19,6469
2017-05-17,19,6219
2017-05-18,19,6835
2017-05-19,19,6734
2017-05-20,19,3255
2017-05-21,19,3098
2017-05-22,19,6944
2017-05-23,19,6503
2017-05-24,19,7145
2017-05-25,19,7127
2017-05-26,19,6907
2017-05-27,19,4152
2017-05-28,19,3663
2017-05-29,19,3197
2017-05-30,19,6766
2017-05-31,19,7293
2017-06-01,19,7832
2017-06-02,19,6958
2017-06-03,19,4404
2017-06-04,19,3584
2017-06-05,19,6877
2017-06-06,19,6927
2017-06-07,19,7030
2017-06-08,19,6952
2017-06-09,19,6374
2017-06-10,19,3925
2017-06-11,19,2706
2017-06-12,19,6429
2017-06-13,19,6958
2017-06-14,19,7184
2017-06-15,19,6117
2017-06-16,19,6360
2017-06-17,19,4132
2017-06-18,19,2946
2017-06-19,19,6144
2017-06-20,19,5982
2017-06-21,19,6528
2017-06-22,19,5765
2017-06-23,19,6434
2017-06-24,19,4081
2017-06-25,19,3140
2017-06-26,19,6186
2017-06-27,19,6428
2017-06-28,19,5825
2017-06-29,19,6339
2017-06-30,19,6531
2017-07-01,19,4398
2017-07-02,19,3139
2017-07-03,19,5594
2017-07-04,19,3498
2017-07-05,19,5932
2017-07-06,19,6315
2017-07-07,19,6388
2017-07-08,19,4301
2017-07-09,19,2984
2017-07-10,19,5946
2017-07-11,19,6114
2017-07-12,19,6122
2017-07-13,19,6267
2017-07-14,19,6324
2017-07-15,19,4230
2017-07-16,19,2916
2017-07-17,19,6219
2017-07-18,19,5730
2017-07-19,19,6088
2017-07-20,19,6109
2017-07-21,19,6245
2017-07-22,19,4087
2017-07-23,19,3428
2017-07-24,19,6098
2017-07-25,19,5853
2017-07-26,19,6350
2017-07-27,19,6486
2017-07-28,19,6389
2017-07-29,19,4304
2017-07-30,19,3363
2017-07-31,19,6355
2017-08-01,19,6758
2017-08-02,19,6397
2017-08-03,19,5669
2017-08-04,19,6475
2017-08-05,19,3822
2017-08-06,19,3020
2017-08-07,19,6045
2017-08-08,19,6268
2017-08-09,19,5251
2017-08-10,19,6188
2017-08-11,19,6264
2017-08-12,19,4245
2017-08-13,19,3158
2017-08-14,19,6274
2017-08-15,19,6418
2017-08-16,19,5779
2017-08-17,19,6406
2017-08-18,19,6209
2017-08-19,19,4153
2017-08-20,19,3282
2017-08-21,19,5949
2017-08-22,19,6810
2017-08-23,19,7032
2017-08-24,19,7027
2017-08-25,19,6417
2017-08-26,19,3979
2017-08-27,19,3030
2017-08-28,19,7120
2017-08-29,19,7300
2017-08-30,19,7598
2017-08-31,19,7648
2017-09-01,19,7654
2017-09-02,19,4774
2017-09-03,19,3756
2017-09-04,19,3518
2017-09-05,19,7255
2017-09-06,19,7626
2017-09-07,19,7374
2017-09-08,19,7405
2017-09-09,19,4286
2017-09-10,19,3375
2017-09-11,19,7437
2017-09-12,19,7323
2017-09-13,19,7767
2017-09-14,19,7448
2017-09-15,19,7270
2017-09-16,19,4243
2017-09-17,19,3395
2017-09-18,19,6657
2017-09-19,19,7436
2017-09-20,19,7366
2017-09-21,19,7619
2017-09-22,19,7497
2017-09-23,19,4320
2017-09-24,19,3362
2017-09-25,19,7051
2017-09-26,19,7253
2017-09-27,19,7796
2017-09-28,19,7478
2017-09-29,19,7830
2017-09-30,19,4691
2017-10-01,19,3277
2017-10-02,19,7012
2017-10-03,19,7427
2017-10-04,19,7384
2017-10-05,19,7131
2017-10-06,19,6976
2017-10-07,19,4193
2017-10-08,19,3319
2017-10-09,19,6768
2017-10-10,19,7154
2017-10-11,19,7283
2017-10-12,19,6955
2017-10-13,19,7382
2017-10-14,19,4386
2017-10-15,19,3132
2017-10-16,19,7078
2017-10-17,19,7378
2017-10-18,19,6788
2017-10-19,19,6480
2017-10-20,19,6687
2017-10-21,19,3693
2017-10-22,19,3410
2017-10-23,19,6981
2017-10-24,19,6972
2017-10-25,19,7568
2017-10-26,19,7023
2017-10-27,19,5892
2017-10-28,19,3713
2017-10-29,19,3091
2017-10-30,19,6247
2017-10-31,19,6937
2017-11-01,19,5721
2017-11-02,19,5563
2017-11-03,19,4852
2017-11-04,19,3892
2017-11-05,19,2846
2017-11-06,19,6352
2017-11-07,19,6447
2017-11-08,19,6499
2017-11-09,19,6152
2017-11-10,19,5684
2017-11-11,19,3927
2017-11-12,19,2642
2017-11-13,19,6397
2017-11-14,19,6629
2017-11-15,19,6852
2017-11-16,19,6682
2017-11-17,19,6790
2017-11-18,19,3793
2017-11-19,19,2944
2017-11-20,19,6394
2017-11-21,19,6496
2017-11-22,19,5723
2017-11-23,19,2484
2017-11-24,19,4079
2017-11-25,19,3825
2017-11-26,19,2625
2017-11-27,19,6657
2017-11-28,19,6615
2017-11-29,19,6993
2017-11-30,19,6952
2017-12-01,19,7009
2017-12-02,19,4128
2017-12-03,19,3003
2017-12-04,19,6672
2017-12-05,19,6133
2017-12-06,19,5899
2017-12-07,19,6336
2017-12-08,19,6178
2017-12-09,19,3884
2017-12-10,19,2816
2017-12-11,19,6067
2017-12-12,19,6081
2017-12-13,19,6308
2017-12-14,19,6268
2017-12-15,19,6588
2017-12-16,19,3666
2017-12-17,19,2947
2017-12-18,19,6399
2017-12-19,19,6459
2017-12-20,19,6304
2017-12-21,19,6276
2017-12-22,19,5745
2017-12-23,19,3140
2017-12-24,19,2497
2017-12-25,19,1079
2017-12-26,19,3556
2017-12-27,19,4445
2017-12-28,19,4680
2017-12-29,19,4983
2017-12-30,19,2811
2017-12-31,19,1825
2018-01-01,19,2231
2018-01-02,19,4744
2018-01-03,19,5214
2018-01-04,19,4874
2018-01-05,19,5165
2018-01-06,19,3256
2018-01-07,19,2687
2018-01-08,19,6433
2018-01-09,19,6457
2018-01-10,19,6470
2018-01-11,19,5648
2018-01-12,19,5440
2018-01-13,19,2960
2018-01-14,19,2540
2018-01-15,19,3911
2018-01-16,19,6251
2018-01-17,19,6227
2018-01-18,19,6629
2018-01-19,19,5762
2018-01-20,19,3565
2018-01-21,19,3128
2018-01-22,19,5404
2018-01-23,19,4941
2018-01-24,19,6414
2018-01-25,19,5549
2018-01-26,19,5628
2018-01-27,19,3840
2018-01-28,19,2970
2018-01-29,19,5926
2018-01-30,19,6000
2018-01-31,19,6662
2018-02-01,19,5925
2018-02-02,19,5842
2018-02-03,19,3341
2018-02-04,19,2759
2018-02-05,19,5850
2018-02-06,19,5926
2018-02-07,19,6212
2018-02-08,19,6480
2018-02-09,19,6063
2018-02-10,19,3325
2018-02-11,19,2746
2018-02-12,19,5686
2018-02-13,19,6074
2018-02-14,19,6908
2018-02-15,19,6455
2018-02-16,19,5713
2018-02-17,19,3487
2018-02-18,19,3147
2018-02-19,19,4251
2018-02-20,19,6142
2018-02-21,19,6334
2018-02-22,19,6234
2018-02-23,19,6057
2018-02-24,19,3451
2018-02-25,19,2688
2018-02-26,19,5855
2018-02-27,19,6562
2018-02-28,19,6312
2018-03-01,19,6864
2018-03-02,19,6518
2018-03-03,19,3742
2018-03-04,19,3099
2018-03-05,19,4493
2018-03-06,19,5575
2018-03-07,19,6101
2018-03-08,19,6461
2018-03-09,19,6619
2018-03-10,19,3798
2018-03-11,19,2732
2018-03-12,19,6572
2018-03-13,19,6341
2018-03-14,19,6602
2018-03-15,19,6339
2018-03-16,19,6182
2018-03-17,19,3799
2018-03-18,19,3088
2018-03-19,19,6553
2018-03-20,19,6086
2018-03-21,19,6888
2018-03-22,19,6833
2018-03-23,19,6389
2018-03-24,19,3931
2018-03-25,19,3071
2018-03-26,19,6240
2018-03-27,19,6514
2018-03-28,19,6719
2018-03-29,19,6453
2018-03-30,19,5863
2018-03-31,19,3382
2018-04-01,19,3001
2018-04-02,19,5599
2018-04-03,19,4619
2018-04-04,19,5490
2018-04-05,19,5807
2018-04-06,19,5264
2018-04-07,19,3625
2018-04-08,19,2709
2018-04-09,19,6748
2018-04-10,19,5896
2018-04-11,19,6592
2018-04-12,19,6289
2018-04-13,19,5901
2018-04-14,19,2129
2018-04-15,19,2215
2018-04-16,19,4901
2018-04-17,19,6704
2018-04-18,19,6029
2018-04-19,19,6384
2018-04-20,19,6710
2018-04-21,19,3915
2018-04-22,19,3210
2018-04-23,19,6600
2018-04-24,19,6449
2018-04-25,19,6441
2018-04-26,19,6162
2018-04-27,19,6038
2018-04-28,19,4027
2018-04-29,19,3325
2018-04-30,19,5929
2018-05-01,19,6724
2018-05-02,19,6783
2018-05-03,19,6629
2018-05-04,19,6453
2018-05-05,19,4091
2018-05-06,19,3449
2018-05-07,19,6702
2018-05-08,19,5870
2018-05-09,19,6457
2018-05-10,19,6207
2018-05-11,19,6012
2018-05-12,19,3844
2018-05-13,19,3424
2018-05-14,19,5574
2018-05-15,19,6340
2018-05-16,19,6709
2018-05-17,19,6211
2018-05-18,19,6469
2018-05-19,19,3754
2018-05-20,19,3052
2018-05-21,19,6147
2018-05-22,19,6205
2018-05-23,19,6842
2018-05-24,19,5954
2018-05-25,19,6413
2018-05-26,19,4187
2018-05-27,19,3160
2018-05-28,19,3047
2018-05-29,19,5449
2018-05-30,19,6100
2018-05-31,19,6290
2018-06-01,19,6754
2018-06-02,19,3575
2018-06-03,19,3247
2018-06-04,19,6248
2018-06-05,19,6330
2018-06-06,19,6053
2018-06-07,19,6121
2018-06-08,19,6051
2018-06-09,19,3304
2018-06-10,19,3008
2018-06-11,19,4913
2018-06-12,19,5242
2018-06-13,19,5537
2018-06-14,19,5220
2018-06-15,19,5082
2018-06-16,19,2876
2018-06-17,19,2594
2018-06-18,19,4968
2018-06-19,19,5181
2018-06-20,19,5829
2018-06-21,19,5273
2018-06-22,19,5117
2018-06-23,19,3883
2018-06-24,19,3024
2018-06-25,19,5403
2018-06-26,19,5289
2018-06-27,19,5414
2018-06-28,19,5277
2018-06-29,19,4905
2018-06-30,19,3345
2018-07-01,19,2872
2018-07-02,19,5321
2018-07-03,19,5041
2018-07-04,19,2553
2018-07-05,19,4746
2018-07-06,19,5189
2018-07-07,19,3535
2018-07-08,19,2837
2018-07-09,19,5333
2018-07-10,19,5117
2018-07-11,19,5197
2018-07-12,19,4819
2018-07-13,19,5037
2018-07-14,19,3537
2018-07-15,19,2792
2018-07-16,19,5094
2018-07-17,19,5064
2018-07-18,19,5513
2018-07-19,19,4907
2018-07-20,19,5229
2018-07-21,19,3280
2018-07-22,19,2565
2018-07-23,19,5356
2018-07-24,19,5043
2018-07-25,19,5224
2018-07-26,19,5293
2018-07-27,19,5342
2018-07-28,19,3400
2018-07-29,19,2925
2018-07-30,19,5188
2018-07-31,19,5243
2018-08-01,19,5490
2018-08-02,19,5366
2018-08-03,19,4930
2018-08-04,19,3280
2018-08-05,19,2976
2018-08-06,19,5372
2018-08-07,19,5132
2018-08-08,19,5643
2018-08-09,19,4949
2018-08-10,19,5055
2018-08-11,19,3406
2018-08-12,19,3079
2018-08-13,19,4939
2018-08-14,19,5057
2018-08-15,19,5540
2018-08-16,19,5213
2018-08-17,19,4995
2018-08-18,19,3540
2018-08-19,19,2628
