OBJECTID_1,FID_District_Council_Merge,objectid,districtnu,planning_1,FID_TransitRoutes,route,route_oper,RouteClass,routedscrp,routesort,RoutePayLe,EffectiveD,PayLeaveDi,wk_ftrip,wk_ltrip,wk_span,wk_trip_fr,sat_ftrip,sat_ltrip,sat_span,sat_trip_f,sun_ftrip,sun_ltrip,sun_span,sun_trip_f,fri_ftrip,fri_ltrip,fri_span,fri_trip_f,hol_ftrip,hol_ltrip,hol_span,hol_trip_f,Shape_Leng,Shape_Length
1980,27,10,,Nokomis,101,74,M,CoreLoc,46th St - Randolph - W 7th St - E 7th St - Sunray,74,0,2022-08-20,0,3:27:00 AM,1:42:00 AM,22:15,217,3:33:00 AM,1:36:00 AM,22:03,75,3:33:00 AM,1:36:00 AM,22:03,75, , , ,0, , , ,0,56317.08062,0.00005853520515
1981,27,10,,Nokomis,131,9,M,CoreLoc,Glenwood-Wayzata Blvd-Cedar Lk Rd-36Av S-46 St Sta,9,0,2022-08-20,0,4:25:00 AM,12:40:00 AM,20:15,148,5:26:00 AM,12:38:00 AM,19:12,67,5:26:00 AM,12:47:00 AM,19:21,64, , , ,0, , , ,0,57402.3883,0.00005853520515
1982,27,10,,Nokomis,144,991,M,Special,Blue Line Bus,991,0,2022-06-11,0,5:03:00 AM,7:48:00 AM,02:45,8,5:03:00 AM,7:48:00 AM,02:45,8,5:03:00 AM,7:49:00 AM,02:46,8, , , ,0, , , ,0,46294.91988,0.00005853520515
1983,27,10,,Nokomis,46,460,P,CommExpress,Express - Burnsville - Mpls,460,-1,2022-09-17,1,5:50:00 AM,6:46:00 PM,12:56,36, , , ,0, , , ,0, , , ,0, , , ,0,53361.12932,0.001415902552
1984,27,10,,Nokomis,47,465,P,CommExpress,Express - Burnsville - Mpls - U of M,465,-1,2022-09-17,1,6:15:00 AM,10:54:00 PM,16:39,52, , , ,0, , , ,0, , , ,0, , , ,0,68919.02426,0.001415902552
1985,27,10,,Nokomis,48,467,P,CommExpress,Express - Lakeville - Mpls,467,-1,2022-08-20,1,5:43:00 AM,6:28:00 PM,12:45,12, , , ,0, , , ,0, , , ,0, , , ,0,67952.15381,0.001415902552
1986,27,10,,Nokomis,51,475,P,CommExpress,Express - Apple Valley - Eagan - Mpls - U of M,475,-1,2022-09-17,1,7:03:00 AM,6:58:00 PM,11:55,20, , , ,0, , , ,0, , , ,0, , , ,0,89217.97336,0.001415902552
1987,27,10,,Nokomis,52,477,P,CommExpress,Express - Apple Valley - Mpls,477,-1,2022-09-17,1,5:33:00 AM,7:13:00 PM,13:40,32, , , ,0, , , ,0, , , ,0, , , ,0,74555.79075,0.001415902552
1988,27,10,,Nokomis,53,479,P,CommExpress,Express - 157th St Sta - Mpls,479,-1,2022-05-21,1,6:35:00 AM,5:28:00 PM,10:53,4, , , ,0, , , ,0, , , ,0, , , ,0,75560.3675,0.001415902552
1989,27,10,,Nokomis,76,600,P,CommExpress,SW Transit - Express - SW Sta - Gold Tri - Mpls,600,-1,2017-08-19,3,6:25:00 AM,5:01:00 PM,10:36,2, , , ,0, , , ,0, , , ,0, , , ,0,98927.33521,0.001415902552
1990,26,9,,Southwest,46,460,P,CommExpress,Express - Burnsville - Mpls,460,-1,2022-09-17,1,5:50:00 AM,6:46:00 PM,12:56,36, , , ,0, , , ,0, , , ,0, , , ,0,53361.12932,0.0001391876771
1991,26,9,,Southwest,47,465,P,CommExpress,Express - Burnsville - Mpls - U of M,465,-1,2022-09-17,1,6:15:00 AM,10:54:00 PM,16:39,52, , , ,0, , , ,0, , , ,0, , , ,0,68919.02426,0.0001391876771
1992,26,9,,Southwest,48,467,P,CommExpress,Express - Lakeville - Mpls,467,-1,2022-08-20,1,5:43:00 AM,6:28:00 PM,12:45,12, , , ,0, , , ,0, , , ,0, , , ,0,67952.15381,0.0001391876771
1993,26,9,,Southwest,74,578,M,CommExpress,Express - Edina - Southdale - Mpls,578,-1,2021-12-04,1,7:42:00 AM,5:44:00 PM,10:02,6, , , ,0, , , ,0, , , ,0, , , ,0,37984.37736,0.0001391876771
1994,26,9,,Southwest,76,600,P,CommExpress,SW Transit - Express - SW Sta - Gold Tri - Mpls,600,-1,2017-08-19,3,6:25:00 AM,5:01:00 PM,10:36,2, , , ,0, , , ,0, , , ,0, , , ,0,98927.33521,0.0001391876771
1995,26,9,,Southwest,135,904,M,BRT,Orange Line-Mpls-Richfield-Bloomington-Burnsville,904,0,2022-03-26,0,4:56:00 AM,11:59:00 PM,19:03,262,5:56:00 AM,10:56:00 PM,17:00,66,6:56:00 AM,10:56:00 PM,16:00,62, , , ,0, , , ,0,56303.54693,0.0001391876771
1996,26,9,,Southwest,141,940,M,Special,Training - Orange Line Route 904,940,0,2021-12-04,0,4:56:00 AM,11:59:00 PM,19:03,131,5:56:00 AM,10:56:00 PM,17:00,66,6:56:00 AM,10:56:00 PM,16:00,62, , , ,0, , , ,0,56303.54693,0.0001391876771
1997,21,4,,Central,46,460,P,CommExpress,Express - Burnsville - Mpls,460,-1,2022-09-17,1,5:50:00 AM,6:46:00 PM,12:56,36, , , ,0, , , ,0, , , ,0, , , ,0,53361.12932,0.002706550926
1998,21,4,,Central,47,465,P,CommExpress,Express - Burnsville - Mpls - U of M,465,-1,2022-09-17,1,6:15:00 AM,10:54:00 PM,16:39,52, , , ,0, , , ,0, , , ,0, , , ,0,68919.02426,0.002706550926
1999,21,4,,Central,51,475,P,CommExpress,Express - Apple Valley - Eagan - Mpls - U of M,475,-1,2022-09-17,1,7:03:00 AM,6:58:00 PM,11:55,20, , , ,0, , , ,0, , , ,0, , , ,0,89217.97336,0.002706550926
2000,21,4,,Central,57,490,P,CommExpress,Express - Prior Lake - Shakopee - Mpls,490,-1,2022-09-17,1,5:43:00 AM,6:47:00 PM,13:04,14, , , ,0, , , ,0, , , ,0, , , ,0,93736.82515,0.002706550926
2001,21,4,,Central,58,493,P,CommExpress,Express - Shakopee - Mpls,493,-1,2022-09-17,1,5:41:00 AM,5:26:00 PM,11:45,6, , , ,0, , , ,0, , , ,0, , , ,0,80400.50872,0.002706550926
2002,21,4,,Central,74,578,M,CommExpress,Express - Edina - Southdale - Mpls,578,-1,2021-12-04,1,7:42:00 AM,5:44:00 PM,10:02,6, , , ,0, , , ,0, , , ,0, , , ,0,37984.37736,0.002706550926
2003,21,4,,Central,83,645,M,SuburbLoc,Ltd Stop - Mound - Wayzata - Ridgedale - Mpls,645,-1,2021-12-04,3,5:21:00 AM,10:07:00 PM,16:46,90,6:16:00 AM,10:06:00 PM,15:50,30,8:16:00 AM,8:07:00 PM,11:51,22, , , ,0, , , ,0,75436.78752,0.002706550926
2004,21,4,,Central,46,460,P,CommExpress,Express - Burnsville - Mpls,460,-1,2022-09-17,1,5:50:00 AM,6:46:00 PM,12:56,36, , , ,0, , , ,0, , , ,0, , , ,0,53361.12932,0.0007970709893
2005,21,4,,Central,52,477,P,CommExpress,Express - Apple Valley - Mpls,477,-1,2022-09-17,1,5:33:00 AM,7:13:00 PM,13:40,32, , , ,0, , , ,0, , , ,0, , , ,0,74555.79075,0.0007970709893
2006,21,4,,Central,57,490,P,CommExpress,Express - Prior Lake - Shakopee - Mpls,490,-1,2022-09-17,1,5:43:00 AM,6:47:00 PM,13:04,14, , , ,0, , , ,0, , , ,0, , , ,0,93736.82515,0.0007970709893
2007,21,4,,Central,58,493,P,CommExpress,Express - Shakopee - Mpls,493,-1,2022-09-17,1,5:41:00 AM,5:26:00 PM,11:45,6, , , ,0, , , ,0, , , ,0, , , ,0,80400.50872,0.0007970709893
2008,21,4,,Central,90,698,P,CommExpress,SW Transit - Express - Chaska - Chanhassen - Mpls,698,-1,2020-09-12,3,5:30:00 AM,7:26:00 PM,13:56,36, , , ,0, , , ,0, , , ,0, , , ,0,113727.8235,0.0007970709893
2009,21,4,,Central,111,774,P,CommExpress,Plymouth - Express - Station 73,774,-1,2020-09-12,3,6:00:00 AM,6:45:00 PM,12:45,16, , , ,0, , , ,0, , , ,0, , , ,0,54723.76536,0.0007970709893
2010,21,4,,Central,119,795,P,CommExpress,Plymouth - Express - Midday - Northeast Plymouth,795,-1,2020-09-12,3,12:01:00 PM,3:00:00 PM,02:59,2, , , ,0, , , ,0, , , ,0, , , ,0,29944.21458,0.0007970709893
2011,27,10,,Nokomis,47,465,P,CommExpress,Express - Burnsville - Mpls - U of M,465,-1,2022-09-17,1,6:15:00 AM,10:54:00 PM,16:39,52, , , ,0, , , ,0, , , ,0, , , ,0,68919.02426,0.001643626654
2012,27,10,,Nokomis,48,467,P,CommExpress,Express - Lakeville - Mpls,467,-1,2022-08-20,1,5:43:00 AM,6:28:00 PM,12:45,12, , , ,0, , , ,0, , , ,0, , , ,0,67952.15381,0.001643626654
2013,27,10,,Nokomis,51,475,P,CommExpress,Express - Apple Valley - Eagan - Mpls - U of M,475,-1,2022-09-17,1,7:03:00 AM,6:58:00 PM,11:55,20, , , ,0, , , ,0, , , ,0, , , ,0,89217.97336,0.001643626654
2014,27,10,,Nokomis,52,477,P,CommExpress,Express - Apple Valley - Mpls,477,-1,2022-09-17,1,5:33:00 AM,7:13:00 PM,13:40,32, , , ,0, , , ,0, , , ,0, , , ,0,74555.79075,0.001643626654
2015,27,10,,Nokomis,53,479,P,CommExpress,Express - 157th St Sta - Mpls,479,-1,2022-05-21,1,6:35:00 AM,5:28:00 PM,10:53,4, , , ,0, , , ,0, , , ,0, , , ,0,75560.3675,0.001643626654
2016,27,10,,Nokomis,74,578,M,CommExpress,Express - Edina - Southdale - Mpls,578,-1,2021-12-04,1,7:42:00 AM,5:44:00 PM,10:02,6, , , ,0, , , ,0, , , ,0, , , ,0,37984.37736,0.001643626654
2017,27,10,,Nokomis,76,600,P,CommExpress,SW Transit - Express - SW Sta - Gold Tri - Mpls,600,-1,2017-08-19,3,6:25:00 AM,5:01:00 PM,10:36,2, , , ,0, , , ,0, , , ,0, , , ,0,98927.33521,0.001643626654
2018,23,6,,Calhoun Isles,57,490,P,CommExpress,Express - Prior Lake - Shakopee - Mpls,490,-1,2022-09-17,1,5:43:00 AM,6:47:00 PM,13:04,14, , , ,0, , , ,0, , , ,0, , , ,0,93736.82515,0.000005226882101
2019,23,6,,Calhoun Isles,58,493,P,CommExpress,Express - Shakopee - Mpls,493,-1,2022-09-17,1,5:41:00 AM,5:26:00 PM,11:45,6, , , ,0, , , ,0, , , ,0, , , ,0,80400.50872,0.000005226882101
2020,23,6,,Calhoun Isles,83,645,M,SuburbLoc,Ltd Stop - Mound - Wayzata - Ridgedale - Mpls,645,-1,2021-12-04,3,5:21:00 AM,10:07:00 PM,16:46,90,6:16:00 AM,10:06:00 PM,15:50,30,8:16:00 AM,8:07:00 PM,11:51,22, , , ,0, , , ,0,75436.78752,0.000005226882101
2021,23,6,,Calhoun Isles,90,698,P,CommExpress,SW Transit - Express - Chaska - Chanhassen - Mpls,698,-1,2020-09-12,3,5:30:00 AM,7:26:00 PM,13:56,36, , , ,0, , , ,0, , , ,0, , , ,0,113727.8235,0.000005226882101
2022,23,6,,Calhoun Isles,108,764,M,CommExpress,Express - Winnetka Av - 42nd Av - Mpls,764,-1,2022-03-26,4,7:08:00 AM,5:19:00 PM,10:11,4, , , ,0, , , ,0, , , ,0, , , ,0,43674.23951,0.000005226882101
2023,23,6,,Calhoun Isles,111,774,P,CommExpress,Plymouth - Express - Station 73,774,-1,2020-09-12,3,6:00:00 AM,6:45:00 PM,12:45,16, , , ,0, , , ,0, , , ,0, , , ,0,54723.76536,0.000005226882101
2024,23,6,,Calhoun Isles,115,784,M,CommExpress,Maple Grove - Express - Maple Grove Sta - Dtw East,784,-1,2022-08-20,4,5:49:00 AM,6:04:00 PM,12:15,22, , , ,0, , , ,0, , , ,0, , , ,0,54064.92673,0.000005226882101
2025,21,4,,Central,83,645,M,SuburbLoc,Ltd Stop - Mound - Wayzata - Ridgedale - Mpls,645,-1,2021-12-04,3,5:21:00 AM,10:07:00 PM,16:46,90,6:16:00 AM,10:06:00 PM,15:50,30,8:16:00 AM,8:07:00 PM,11:51,22, , , ,0, , , ,0,75436.78752,0.0006845461923
2026,21,4,,Central,85,667,M,CommExpress,Express - Minnetonka - St Louis Park - Mpls,667,-1,2021-03-13,3,6:49:00 AM,5:35:00 PM,10:46,10, , , ,0, , , ,0, , , ,0, , , ,0,53745.86878,0.0006845461923
2027,21,4,,Central,87,673,M,CommExpress,Express - Co Rd 73 P&R - Mpls,673,-1,2022-08-20,3,6:35:00 AM,5:59:00 PM,11:24,12, , , ,0, , , ,0, , , ,0, , , ,0,36366.7289,0.0006845461923
2028,21,4,,Central,107,763,M,CommExpress,Express-85th Av-Brookdale Dr-Humboldt-Dupont-Mpls,763,-1,2022-08-20,4,5:38:00 AM,5:23:00 PM,11:45,6, , , ,0, , , ,0, , , ,0, , , ,0,41376.93973,0.0006845461923
2029,21,4,,Central,124,824,M,CoreLoc,Ltd Stop - Northtown - Monroe - University - Mpls,824,-1,2021-12-04,4,6:33:00 AM,5:23:00 PM,10:50,8, , , ,0, , , ,0, , , ,0, , , ,0,35392.98806,0.0006845461923
2030,21,4,,Central,126,850,M,CommExpress,Express - Riverdale P&R - Foley P&R - Mpls,850,-1,2022-08-20,4,4:53:00 AM,6:25:00 PM,13:32,32, , , ,0, , , ,0, , , ,0, , , ,0,83806.17034,0.0006845461923
2031,21,4,,Central,127,852,M,CommExpress,Express - Anoka - Coon Rapids - Northtown - Mpls,852,-1,2022-08-20,4,5:35:00 AM,10:55:00 PM,17:20,76,7:15:00 AM,7:52:00 PM,12:37,21, , , ,0, , , ,0, , , ,0,79259.69547,0.0006845461923
2032,21,4,,Central,89,695,P,CommExpress,SW Transit - Express - Chaska - Chanhassen - Mpls,695,-1,2017-04-01,3,6:25:00 AM,6:17:00 PM,11:52,8, , , ,0, , , ,0, , , ,0, , , ,0,91287.38028,0.001483237631
2033,21,4,,Central,90,698,P,CommExpress,SW Transit - Express - Chaska - Chanhassen - Mpls,698,-1,2020-09-12,3,5:30:00 AM,7:26:00 PM,13:56,36, , , ,0, , , ,0, , , ,0, , , ,0,113727.8235,0.001483237631
2034,21,4,,Central,111,774,P,CommExpress,Plymouth - Express - Station 73,774,-1,2020-09-12,3,6:00:00 AM,6:45:00 PM,12:45,16, , , ,0, , , ,0, , , ,0, , , ,0,54723.76536,0.001483237631
2035,21,4,,Central,115,784,M,CommExpress,Maple Grove - Express - Maple Grove Sta - Dtw East,784,-1,2022-08-20,4,5:49:00 AM,6:04:00 PM,12:15,22, , , ,0, , , ,0, , , ,0, , , ,0,54064.92673,0.001483237631
2036,21,4,,Central,119,795,P,CommExpress,Plymouth - Express - Midday - Northeast Plymouth,795,-1,2020-09-12,3,12:01:00 PM,3:00:00 PM,02:59,2, , , ,0, , , ,0, , , ,0, , , ,0,29944.21458,0.001483237631
2037,21,4,,Central,144,991,M,Special,Blue Line Bus,991,0,2022-06-11,0,5:03:00 AM,7:48:00 AM,02:45,8,5:03:00 AM,7:48:00 AM,02:45,8,5:03:00 AM,7:49:00 AM,02:46,8, , , ,0, , , ,0,46294.91988,0.001483237631
2038,21,4,,Central,145,992,M,Special,Green Line Bus,992,0,2019-08-17,0,6:08:00 AM,10:42:00 AM,04:34,10,7:07:00 AM,12:02:00 PM,04:55,10,7:07:00 AM,12:02:00 PM,04:55,10, , , ,0, , , ,0,36209.7241,0.001483237631
2039,21,4,,Central,0,10,M,CoreLoc,Central Av - University Av - Northtown,10,0,2022-08-20,0,4:02:00 AM,1:33:00 AM,21:31,300,4:04:00 AM,1:31:00 AM,21:27,128,4:04:00 AM,1:31:00 AM,21:27,109, , , ,0, , , ,0,54465.58268,0.01829128225
2040,21,4,,Central,1,11,M,CoreLoc,Columbia Heights - 2nd St NE - 4th Av S,11,0,2022-06-11,0,4:28:00 AM,1:36:00 AM,21:08,266,4:31:00 AM,1:32:00 AM,21:01,117,4:38:00 AM,1:32:00 AM,20:54,69, , , ,0, , , ,0,38241.55379,0.01829128225
2041,21,4,,Central,11,17,M,CoreLoc,Minnetonka Blvd - Uptown - Washington St NE,17,0,2022-06-11,0,4:36:00 AM,2:05:00 AM,21:29,268,5:01:00 AM,2:07:00 AM,21:06,104,5:01:00 AM,2:04:00 AM,21:03,74, , , ,0, , , ,0,46163.52256,0.01829128225
2042,21,4,,Central,12,18,M,CoreLoc,Nicollet Av - South Bloomington,18,0,2022-08-20,0,4:07:00 AM,1:44:00 AM,21:37,316,4:07:00 AM,1:39:00 AM,21:32,153,4:06:00 AM,1:40:00 AM,21:34,147, , , ,0, , , ,0,43158.17352,0.01829128225
2043,21,4,,Central,20,25,M,CoreLoc,Northtown - Silver Lake - Stinson - Lake of Isles,25,0,2022-03-12,0,5:12:00 AM,7:44:00 PM,14:32,84,8:10:00 AM,7:22:00 PM,11:12,14, , , ,0, , , ,0, , , ,0,76069.74695,0.01829128225
2044,21,4,,Central,34,4,M,CoreLoc,Johnson St - Lyndale Av - Penn Av - Southtown,4,0,2022-08-20,0,4:17:00 AM,1:49:00 AM,21:32,260,4:18:00 AM,1:48:00 AM,21:30,119,4:18:00 AM,1:48:00 AM,21:30,74, , , ,0, , , ,0,66488.60636,0.01829128225
2045,21,4,,Central,75,6,M,CoreLoc,U of M - Hennepin - Xerxes - France - Southdale,6,0,2022-03-26,0,4:21:00 AM,1:44:00 AM,21:23,312,4:20:00 AM,1:45:00 AM,21:25,146,5:40:00 AM,1:44:00 AM,20:04,134, , , ,0, , , ,0,66283.18529,0.01829128225
2046,21,4,,Central,77,61,M,CoreLoc,E Hennepin Av - Larpenteur Av - Arcade St,61,0,2022-08-20,0,4:47:00 AM,11:30:00 PM,18:43,141,6:31:00 AM,9:05:00 PM,14:34,27, , , ,0, , , ,0, , , ,0,50837.04398,0.01829128225
2047,22,5,,University,0,10,M,CoreLoc,Central Av - University Av - Northtown,10,0,2022-08-20,0,4:02:00 AM,1:33:00 AM,21:31,300,4:04:00 AM,1:31:00 AM,21:27,128,4:04:00 AM,1:31:00 AM,21:27,109, , , ,0, , , ,0,54465.58268,0.001809060358
2048,22,5,,University,1,11,M,CoreLoc,Columbia Heights - 2nd St NE - 4th Av S,11,0,2022-06-11,0,4:28:00 AM,1:36:00 AM,21:08,266,4:31:00 AM,1:32:00 AM,21:01,117,4:38:00 AM,1:32:00 AM,20:54,69, , , ,0, , , ,0,38241.55379,0.001809060358
2049,22,5,,University,11,17,M,CoreLoc,Minnetonka Blvd - Uptown - Washington St NE,17,0,2022-06-11,0,4:36:00 AM,2:05:00 AM,21:29,268,5:01:00 AM,2:07:00 AM,21:06,104,5:01:00 AM,2:04:00 AM,21:03,74, , , ,0, , , ,0,46163.52256,0.001809060358
2050,22,5,,University,20,25,M,CoreLoc,Northtown - Silver Lake - Stinson - Lake of Isles,25,0,2022-03-12,0,5:12:00 AM,7:44:00 PM,14:32,84,8:10:00 AM,7:22:00 PM,11:12,14, , , ,0, , , ,0, , , ,0,76069.74695,0.001809060358
2051,22,5,,University,34,4,M,CoreLoc,Johnson St - Lyndale Av - Penn Av - Southtown,4,0,2022-08-20,0,4:17:00 AM,1:49:00 AM,21:32,260,4:18:00 AM,1:48:00 AM,21:30,119,4:18:00 AM,1:48:00 AM,21:30,74, , , ,0, , , ,0,66488.60636,0.001809060358
2052,22,5,,University,75,6,M,CoreLoc,U of M - Hennepin - Xerxes - France - Southdale,6,0,2022-03-26,0,4:21:00 AM,1:44:00 AM,21:23,312,4:20:00 AM,1:45:00 AM,21:25,146,5:40:00 AM,1:44:00 AM,20:04,134, , , ,0, , , ,0,66283.18529,0.001809060358
2053,22,5,,University,77,61,M,CoreLoc,E Hennepin Av - Larpenteur Av - Arcade St,61,0,2022-08-20,0,4:47:00 AM,11:30:00 PM,18:43,141,6:31:00 AM,9:05:00 PM,14:34,27, , , ,0, , , ,0, , , ,0,50837.04398,0.001809060358
2054,22,5,,University,124,824,M,CoreLoc,Ltd Stop - Northtown - Monroe - University - Mpls,824,-1,2021-12-04,4,6:33:00 AM,5:23:00 PM,10:50,8, , , ,0, , , ,0, , , ,0, , , ,0,35392.98806,0.001809060358
2055,21,4,,Central,0,10,M,CoreLoc,Central Av - University Av - Northtown,10,0,2022-08-20,0,4:02:00 AM,1:33:00 AM,21:31,300,4:04:00 AM,1:31:00 AM,21:27,128,4:04:00 AM,1:31:00 AM,21:27,109, , , ,0, , , ,0,54465.58268,0.0002897066695
2056,21,4,,Central,20,25,M,CoreLoc,Northtown - Silver Lake - Stinson - Lake of Isles,25,0,2022-03-12,0,5:12:00 AM,7:44:00 PM,14:32,84,8:10:00 AM,7:22:00 PM,11:12,14, , , ,0, , , ,0, , , ,0,76069.74695,0.0002897066695
2057,21,4,,Central,77,61,M,CoreLoc,E Hennepin Av - Larpenteur Av - Arcade St,61,0,2022-08-20,0,4:47:00 AM,11:30:00 PM,18:43,141,6:31:00 AM,9:05:00 PM,14:34,27, , , ,0, , , ,0, , , ,0,50837.04398,0.0002897066695
2058,21,4,,Central,109,766,M,CommExpress,Express - Anoka -  Champlin - W River Rd - Mpls,766,-1,2021-03-13,4,6:06:00 AM,6:25:00 PM,12:19,20, , , ,0, , , ,0, , , ,0, , , ,0,73874.79127,0.0002897066695
2059,21,4,,Central,110,768,M,CommExpress,Express - Noble P&R - Mpls,768,-1,2021-12-04,4,5:46:00 AM,5:41:00 PM,11:55,26, , , ,0, , , ,0, , , ,0, , , ,0,41652.59674,0.0002897066695
2060,21,4,,Central,124,824,M,CoreLoc,Ltd Stop - Northtown - Monroe - University - Mpls,824,-1,2021-12-04,4,6:33:00 AM,5:23:00 PM,10:50,8, , , ,0, , , ,0, , , ,0, , , ,0,35392.98806,0.0002897066695
2061,21,4,,Central,126,850,M,CommExpress,Express - Riverdale P&R - Foley P&R - Mpls,850,-1,2022-08-20,4,4:53:00 AM,6:25:00 PM,13:32,32, , , ,0, , , ,0, , , ,0, , , ,0,83806.17034,0.0002897066695
2062,21,4,,Central,127,852,M,CommExpress,Express - Anoka - Coon Rapids - Northtown - Mpls,852,-1,2022-08-20,4,5:35:00 AM,10:55:00 PM,17:20,76,7:15:00 AM,7:52:00 PM,12:37,21, , , ,0, , , ,0, , , ,0,79259.69547,0.0002897066695
2063,21,4,,Central,1,11,M,CoreLoc,Columbia Heights - 2nd St NE - 4th Av S,11,0,2022-06-11,0,4:28:00 AM,1:36:00 AM,21:08,266,4:31:00 AM,1:32:00 AM,21:01,117,4:38:00 AM,1:32:00 AM,20:54,69, , , ,0, , , ,0,38241.55379,0.001728938184
2064,21,4,,Central,12,18,M,CoreLoc,Nicollet Av - South Bloomington,18,0,2022-08-20,0,4:07:00 AM,1:44:00 AM,21:37,316,4:07:00 AM,1:39:00 AM,21:32,153,4:06:00 AM,1:40:00 AM,21:34,147, , , ,0, , , ,0,43158.17352,0.001728938184
2065,21,4,,Central,16,22,M,CoreLoc,Brooklyn Ctr - Lyndale Av N - Cedar - 28 Av S - VA,22,0,2022-08-20,0,4:22:00 AM,1:51:00 AM,21:29,230,5:02:00 AM,1:51:00 AM,20:49,73,5:02:00 AM,1:51:00 AM,20:49,73, , , ,0, , , ,0,60978.40547,0.001728938184
2066,21,4,,Central,76,600,P,CommExpress,SW Transit - Express - SW Sta - Gold Tri - Mpls,600,-1,2017-08-19,3,6:25:00 AM,5:01:00 PM,10:36,2, , , ,0, , , ,0, , , ,0, , , ,0,98927.33521,0.001728938184
2067,21,4,,Central,104,755,M,CommExpress,Ltd Stop - Hwy 55 - Golden Valley Rd - Winnetka Av,755,-1,2022-08-20,4,5:06:00 AM,6:00:00 PM,12:54,36, , , ,0, , , ,0, , , ,0, , , ,0,58165.68192,0.001728938184
2068,21,4,,Central,108,764,M,CommExpress,Express - Winnetka Av - 42nd Av - Mpls,764,-1,2022-03-26,4,7:08:00 AM,5:19:00 PM,10:11,4, , , ,0, , , ,0, , , ,0, , , ,0,43674.23951,0.001728938184
2069,21,4,,Central,135,904,M,BRT,Orange Line-Mpls-Richfield-Bloomington-Burnsville,904,0,2022-03-26,0,4:56:00 AM,11:59:00 PM,19:03,262,5:56:00 AM,10:56:00 PM,17:00,66,6:56:00 AM,10:56:00 PM,16:00,62, , , ,0, , , ,0,56303.54693,0.001728938184
2070,21,4,,Central,141,940,M,Special,Training - Orange Line Route 904,940,0,2021-12-04,0,4:56:00 AM,11:59:00 PM,19:03,131,5:56:00 AM,10:56:00 PM,17:00,66,6:56:00 AM,10:56:00 PM,16:00,62, , , ,0, , , ,0,56303.54693,0.001728938184
2071,22,5,,University,2,113,M,CommExpress,Ltd Stop - Grand Av S - Lyndale Av S - U of M,113,-1,2022-03-26,1,6:51:00 AM,6:20:00 PM,11:29,20, , , ,0, , , ,0, , , ,0, , , ,0,26968.31464,0.0003223817812
2072,22,5,,University,3,114,M,CommExpress,Ltd Stop - Excelsior Blvd - Uptown - U of M,114,-1,2022-03-26,1,7:01:00 AM,6:09:00 PM,11:08,28, , , ,0, , , ,0, , , ,0, , , ,0,20379.014,0.0003223817812
2073,22,5,,University,4,115,M,CommExpress,Ltd Stop - Grand Av S - Uptown - Hennepin - U of M,115,-1,2022-03-26,1,6:10:00 PM,7:43:00 PM,01:33,4, , , ,0, , , ,0, , , ,0, , , ,0,12923.31477,0.0003223817812
2074,22,5,,University,22,252,M,CommExpress,Express - 95Av P&R - U of M,252,-1,2021-08-21,4,7:10:00 AM,5:11:00 PM,10:01,10, , , ,0, , , ,0, , , ,0, , , ,0,52764.75256,0.0003223817812
2075,22,5,,University,47,465,P,CommExpress,Express - Burnsville - Mpls - U of M,465,-1,2022-09-17,1,6:15:00 AM,10:54:00 PM,16:39,52, , , ,0, , , ,0, , , ,0, , , ,0,68919.02426,0.0003223817812
2076,22,5,,University,51,475,P,CommExpress,Express - Apple Valley - Eagan - Mpls - U of M,475,-1,2022-09-17,1,7:03:00 AM,6:58:00 PM,11:55,20, , , ,0, , , ,0, , , ,0, , , ,0,89217.97336,0.0003223817812
2077,22,5,,University,57,490,P,CommExpress,Express - Prior Lake - Shakopee - Mpls,490,-1,2022-09-17,1,5:43:00 AM,6:47:00 PM,13:04,14, , , ,0, , , ,0, , , ,0, , , ,0,93736.82515,0.0003223817812
2078,22,5,,University,117,789,M,CommExpress,Maple Grove - Express - Maple Grove Sta - U of M,789,-1,2022-08-20,4,6:55:00 AM,5:20:00 PM,10:25,8, , , ,0, , , ,0, , , ,0, , , ,0,60005.6454,0.0003223817812
2079,22,5,,University,2,113,M,CommExpress,Ltd Stop - Grand Av S - Lyndale Av S - U of M,113,-1,2022-03-26,1,6:51:00 AM,6:20:00 PM,11:29,20, , , ,0, , , ,0, , , ,0, , , ,0,26968.31464,0.003907163811
2080,22,5,,University,3,114,M,CommExpress,Ltd Stop - Excelsior Blvd - Uptown - U of M,114,-1,2022-03-26,1,7:01:00 AM,6:09:00 PM,11:08,28, , , ,0, , , ,0, , , ,0, , , ,0,20379.014,0.003907163811
2081,22,5,,University,6,121,P,Special,U of M - Campus Connector,121,0,2020-09-12,0,7:00:00 AM,2:20:00 AM,19:20,323,8:20:00 AM,2:20:00 AM,18:00,108,9:20:00 AM,12:35:00 AM,15:15,90, , , ,0, , , ,0,13471.66569,0.003907163811
2082,22,5,,University,8,123,P,Special,U of M - 4th Street Circulator,123,0,2020-09-12,0,7:00:00 AM,6:10:00 PM,11:10,67, , , ,0, , , ,0, , , ,0, , , ,0,5978.219217,0.003907163811
2083,22,5,,University,13,2,M,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,2,0,2022-08-20,0,4:47:00 AM,1:22:00 AM,20:35,278,4:39:00 AM,1:27:00 AM,20:48,125,4:39:00 AM,12:56:00 AM,20:17,109, , , ,0, , , ,0,19712.39726,0.003907163811
