OBJECTID_1,FID_District_Council_Merge,objectid,districtnu,planning_1,FID_TransitRoutes,route,route_oper,RouteClass,routedscrp,routesort,RoutePayLe,EffectiveD,PayLeaveDi,wk_ftrip,wk_ltrip,wk_span,wk_trip_fr,sat_ftrip,sat_ltrip,sat_span,sat_trip_f,sun_ftrip,sun_ltrip,sun_span,sun_trip_f,fri_ftrip,fri_ltrip,fri_span,fri_trip_f,hol_ftrip,hol_ltrip,hol_span,hol_trip_f,Shape_Leng,Shape_Length
1883,21,4,,Central,118,790,P,CommExpress,Plymouth - Express - Cub Foods - Four Seasons,790,-1,2020-09-12,3,5:45:00 AM,6:49:00 PM,13:04,10, , , ,0, , , ,0, , , ,0, , , ,0,47114.7724,0.005860127331
1884,21,4,,Central,119,795,P,CommExpress,Plymouth - Express - Midday - Northeast Plymouth,795,-1,2020-09-12,3,12:01:00 PM,3:00:00 PM,02:59,2, , , ,0, , , ,0, , , ,0, , , ,0,29944.21458,0.005860127331
1885,21,4,,Central,0,10,M,CoreLoc,Central Av - University Av - Northtown,10,0,2022-08-20,0,4:02:00 AM,1:33:00 AM,21:31,300,4:04:00 AM,1:31:00 AM,21:27,128,4:04:00 AM,1:31:00 AM,21:27,109, , , ,0, , , ,0,54465.58268,0.002576614015
1886,21,4,,Central,1,11,M,CoreLoc,Columbia Heights - 2nd St NE - 4th Av S,11,0,2022-06-11,0,4:28:00 AM,1:36:00 AM,21:08,266,4:31:00 AM,1:32:00 AM,21:01,117,4:38:00 AM,1:32:00 AM,20:54,69, , , ,0, , , ,0,38241.55379,0.002576614015
1887,21,4,,Central,11,17,M,CoreLoc,Minnetonka Blvd - Uptown - Washington St NE,17,0,2022-06-11,0,4:36:00 AM,2:05:00 AM,21:29,268,5:01:00 AM,2:07:00 AM,21:06,104,5:01:00 AM,2:04:00 AM,21:03,74, , , ,0, , , ,0,46163.52256,0.002576614015
1888,21,4,,Central,12,18,M,CoreLoc,Nicollet Av - South Bloomington,18,0,2022-08-20,0,4:07:00 AM,1:44:00 AM,21:37,316,4:07:00 AM,1:39:00 AM,21:32,153,4:06:00 AM,1:40:00 AM,21:34,147, , , ,0, , , ,0,43158.17352,0.002576614015
1889,21,4,,Central,20,25,M,CoreLoc,Northtown - Silver Lake - Stinson - Lake of Isles,25,0,2022-03-12,0,5:12:00 AM,7:44:00 PM,14:32,84,8:10:00 AM,7:22:00 PM,11:12,14, , , ,0, , , ,0, , , ,0,76069.74695,0.002576614015
1890,21,4,,Central,34,4,M,CoreLoc,Johnson St - Lyndale Av - Penn Av - Southtown,4,0,2022-08-20,0,4:17:00 AM,1:49:00 AM,21:32,260,4:18:00 AM,1:48:00 AM,21:30,119,4:18:00 AM,1:48:00 AM,21:30,74, , , ,0, , , ,0,66488.60636,0.002576614015
1891,21,4,,Central,75,6,M,CoreLoc,U of M - Hennepin - Xerxes - France - Southdale,6,0,2022-03-26,0,4:21:00 AM,1:44:00 AM,21:23,312,4:20:00 AM,1:45:00 AM,21:25,146,5:40:00 AM,1:44:00 AM,20:04,134, , , ,0, , , ,0,66283.18529,0.002576614015
1892,21,4,,Central,0,10,M,CoreLoc,Central Av - University Av - Northtown,10,0,2022-08-20,0,4:02:00 AM,1:33:00 AM,21:31,300,4:04:00 AM,1:31:00 AM,21:27,128,4:04:00 AM,1:31:00 AM,21:27,109, , , ,0, , , ,0,54465.58268,0.004362239518
1893,21,4,,Central,1,11,M,CoreLoc,Columbia Heights - 2nd St NE - 4th Av S,11,0,2022-06-11,0,4:28:00 AM,1:36:00 AM,21:08,266,4:31:00 AM,1:32:00 AM,21:01,117,4:38:00 AM,1:32:00 AM,20:54,69, , , ,0, , , ,0,38241.55379,0.004362239518
1894,21,4,,Central,11,17,M,CoreLoc,Minnetonka Blvd - Uptown - Washington St NE,17,0,2022-06-11,0,4:36:00 AM,2:05:00 AM,21:29,268,5:01:00 AM,2:07:00 AM,21:06,104,5:01:00 AM,2:04:00 AM,21:03,74, , , ,0, , , ,0,46163.52256,0.004362239518
1895,21,4,,Central,20,25,M,CoreLoc,Northtown - Silver Lake - Stinson - Lake of Isles,25,0,2022-03-12,0,5:12:00 AM,7:44:00 PM,14:32,84,8:10:00 AM,7:22:00 PM,11:12,14, , , ,0, , , ,0, , , ,0,76069.74695,0.004362239518
1896,21,4,,Central,34,4,M,CoreLoc,Johnson St - Lyndale Av - Penn Av - Southtown,4,0,2022-08-20,0,4:17:00 AM,1:49:00 AM,21:32,260,4:18:00 AM,1:48:00 AM,21:30,119,4:18:00 AM,1:48:00 AM,21:30,74, , , ,0, , , ,0,66488.60636,0.004362239518
1897,21,4,,Central,75,6,M,CoreLoc,U of M - Hennepin - Xerxes - France - Southdale,6,0,2022-03-26,0,4:21:00 AM,1:44:00 AM,21:23,312,4:20:00 AM,1:45:00 AM,21:25,146,5:40:00 AM,1:44:00 AM,20:04,134, , , ,0, , , ,0,66283.18529,0.004362239518
1898,21,4,,Central,77,61,M,CoreLoc,E Hennepin Av - Larpenteur Av - Arcade St,61,0,2022-08-20,0,4:47:00 AM,11:30:00 PM,18:43,141,6:31:00 AM,9:05:00 PM,14:34,27, , , ,0, , , ,0, , , ,0,50837.04398,0.004362239518
1899,21,4,,Central,1,11,M,CoreLoc,Columbia Heights - 2nd St NE - 4th Av S,11,0,2022-06-11,0,4:28:00 AM,1:36:00 AM,21:08,266,4:31:00 AM,1:32:00 AM,21:01,117,4:38:00 AM,1:32:00 AM,20:54,69, , , ,0, , , ,0,38241.55379,0.00149284935
1900,21,4,,Central,12,18,M,CoreLoc,Nicollet Av - South Bloomington,18,0,2022-08-20,0,4:07:00 AM,1:44:00 AM,21:37,316,4:07:00 AM,1:39:00 AM,21:32,153,4:06:00 AM,1:40:00 AM,21:34,147, , , ,0, , , ,0,43158.17352,0.00149284935
1901,21,4,,Central,76,600,P,CommExpress,SW Transit - Express - SW Sta - Gold Tri - Mpls,600,-1,2017-08-19,3,6:25:00 AM,5:01:00 PM,10:36,2, , , ,0, , , ,0, , , ,0, , , ,0,98927.33521,0.00149284935
1902,21,4,,Central,91,7,M,CoreLoc,Plymouth-27Av-Minnehaha-46St Sta-34Av S-66st/Cedar,7,0,2022-08-20,0,4:40:00 AM,11:49:00 PM,19:09,140,5:11:00 AM,11:48:00 PM,18:37,68,6:19:00 AM,11:48:00 PM,17:29,63, , , ,0, , , ,0,49275.12657,0.00149284935
1903,21,4,,Central,115,784,M,CommExpress,Maple Grove - Express - Maple Grove Sta - Dtw East,784,-1,2022-08-20,4,5:49:00 AM,6:04:00 PM,12:15,22, , , ,0, , , ,0, , , ,0, , , ,0,54064.92673,0.00149284935
1904,21,4,,Central,135,904,M,BRT,Orange Line-Mpls-Richfield-Bloomington-Burnsville,904,0,2022-03-26,0,4:56:00 AM,11:59:00 PM,19:03,262,5:56:00 AM,10:56:00 PM,17:00,66,6:56:00 AM,10:56:00 PM,16:00,62, , , ,0, , , ,0,56303.54693,0.00149284935
1905,21,4,,Central,141,940,M,Special,Training - Orange Line Route 904,940,0,2021-12-04,0,4:56:00 AM,11:59:00 PM,19:03,131,5:56:00 AM,10:56:00 PM,17:00,66,6:56:00 AM,10:56:00 PM,16:00,62, , , ,0, , , ,0,56303.54693,0.00149284935
1906,21,4,,Central,1,11,M,CoreLoc,Columbia Heights - 2nd St NE - 4th Av S,11,0,2022-06-11,0,4:28:00 AM,1:36:00 AM,21:08,266,4:31:00 AM,1:32:00 AM,21:01,117,4:38:00 AM,1:32:00 AM,20:54,69, , , ,0, , , ,0,38241.55379,0.001492906652
1907,21,4,,Central,12,18,M,CoreLoc,Nicollet Av - South Bloomington,18,0,2022-08-20,0,4:07:00 AM,1:44:00 AM,21:37,316,4:07:00 AM,1:39:00 AM,21:32,153,4:06:00 AM,1:40:00 AM,21:34,147, , , ,0, , , ,0,43158.17352,0.001492906652
1908,21,4,,Central,114,781,M,CommExpress,Maple Grove - Express - Maple Grove Station,781,-1,2022-08-20,4,5:02:00 AM,7:13:00 PM,14:11,64, , , ,0, , , ,0, , , ,0, , , ,0,58009.6701,0.001492906652
1909,21,4,,Central,115,784,M,CommExpress,Maple Grove - Express - Maple Grove Sta - Dtw East,784,-1,2022-08-20,4,5:49:00 AM,6:04:00 PM,12:15,22, , , ,0, , , ,0, , , ,0, , , ,0,54064.92673,0.001492906652
1910,21,4,,Central,116,785,M,CommExpress,Maple Grove - Express - Parkway Station,785,-1,2022-06-11,4,5:47:00 AM,6:09:00 PM,12:22,24, , , ,0, , , ,0, , , ,0, , , ,0,62067.97384,0.001492906652
1911,21,4,,Central,126,850,M,CommExpress,Express - Riverdale P&R - Foley P&R - Mpls,850,-1,2022-08-20,4,4:53:00 AM,6:25:00 PM,13:32,32, , , ,0, , , ,0, , , ,0, , , ,0,83806.17034,0.001492906652
1912,21,4,,Central,127,852,M,CommExpress,Express - Anoka - Coon Rapids - Northtown - Mpls,852,-1,2022-08-20,4,5:35:00 AM,10:55:00 PM,17:20,76,7:15:00 AM,7:52:00 PM,12:37,21, , , ,0, , , ,0, , , ,0,79259.69547,0.001492906652
1913,21,4,,Central,10,14,M,CoreLoc,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,14,0,2022-08-20,0,4:20:00 AM,1:36:00 AM,21:16,228,4:28:00 AM,12:34:00 AM,20:06,92,4:28:00 AM,12:34:00 AM,20:06,92, , , ,0, , , ,0,66218.7541,0.004264031047
1914,21,4,,Central,16,22,M,CoreLoc,Brooklyn Ctr - Lyndale Av N - Cedar - 28 Av S - VA,22,0,2022-08-20,0,4:22:00 AM,1:51:00 AM,21:29,230,5:02:00 AM,1:51:00 AM,20:49,73,5:02:00 AM,1:51:00 AM,20:49,73, , , ,0, , , ,0,60978.40547,0.004264031047
1915,21,4,,Central,32,353,M,CommExpress,Express - Woodbury - St Paul - Mpls,353,-1,2022-03-26,2,5:40:00 AM,6:02:00 PM,12:22,20, , , ,0, , , ,0, , , ,0, , , ,0,62209.89381,0.004264031047
1916,21,4,,Central,33,363,M,CommExpress,Express - Cottage Grove - St Paul - Mpls,363,-1,2022-03-26,2,5:36:00 AM,6:12:00 PM,12:36,16, , , ,0, , , ,0, , , ,0, , , ,0,80736.2497,0.004264031047
1917,21,4,,Central,104,755,M,CommExpress,Ltd Stop - Hwy 55 - Golden Valley Rd - Winnetka Av,755,-1,2022-08-20,4,5:06:00 AM,6:00:00 PM,12:54,36, , , ,0, , , ,0, , , ,0, , , ,0,58165.68192,0.004264031047
1918,21,4,,Central,108,764,M,CommExpress,Express - Winnetka Av - 42nd Av - Mpls,764,-1,2022-03-26,4,7:08:00 AM,5:19:00 PM,10:11,4, , , ,0, , , ,0, , , ,0, , , ,0,43674.23951,0.004264031047
1919,21,4,,Central,140,94,M,CommExpress,Express - Mpls - St Paul,94,0,2022-03-26,0,4:59:00 AM,7:30:00 PM,14:31,138, , , ,0, , , ,0, , , ,0, , , ,0,37129.61096,0.004264031047
1920,21,4,,Central,10,14,M,CoreLoc,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,14,0,2022-08-20,0,4:20:00 AM,1:36:00 AM,21:16,228,4:28:00 AM,12:34:00 AM,20:06,92,4:28:00 AM,12:34:00 AM,20:06,92, , , ,0, , , ,0,66218.7541,0.0007148548953
1921,21,4,,Central,16,22,M,CoreLoc,Brooklyn Ctr - Lyndale Av N - Cedar - 28 Av S - VA,22,0,2022-08-20,0,4:22:00 AM,1:51:00 AM,21:29,230,5:02:00 AM,1:51:00 AM,20:49,73,5:02:00 AM,1:51:00 AM,20:49,73, , , ,0, , , ,0,60978.40547,0.0007148548953
1922,21,4,,Central,62,5,M,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,5,0,2022-03-26,0,3:53:00 AM,1:49:00 AM,21:56,432,3:50:00 AM,1:48:00 AM,21:58,175,3:50:00 AM,1:37:00 AM,21:47,142, , , ,0, , , ,0,58282.58156,0.0007148548953
1923,21,4,,Central,97,721,M,SuburbLoc,Ltd Stop - Brooklyn Center - Henn Tech - Mpls,721,0,2022-03-26,0,5:30:00 AM,10:28:00 PM,16:58,108,7:30:00 AM,6:25:00 PM,10:55,44,7:30:00 AM,6:23:00 PM,10:53,44, , , ,0, , , ,0,43531.48456,0.0007148548953
1924,21,4,,Central,143,945,M,Special,Training - Route 5,945,0,2018-05-19,0,4:19:00 AM,1:39:00 AM,21:20,83,4:00:00 AM,2:18:00 AM,22:18,168,4:00:00 AM,2:22:00 AM,22:22,170, , , ,0, , , ,0,54750.73663,0.0007148548953
1925,21,4,,Central,144,991,M,Special,Blue Line Bus,991,0,2022-06-11,0,5:03:00 AM,7:48:00 AM,02:45,8,5:03:00 AM,7:48:00 AM,02:45,8,5:03:00 AM,7:49:00 AM,02:46,8, , , ,0, , , ,0,46294.91988,0.0007148548953
1926,21,4,,Central,145,992,M,Special,Green Line Bus,992,0,2019-08-17,0,6:08:00 AM,10:42:00 AM,04:34,10,7:07:00 AM,12:02:00 PM,04:55,10,7:07:00 AM,12:02:00 PM,04:55,10, , , ,0, , , ,0,36209.7241,0.0007148548953
1927,21,4,,Central,10,14,M,CoreLoc,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,14,0,2022-08-20,0,4:20:00 AM,1:36:00 AM,21:16,228,4:28:00 AM,12:34:00 AM,20:06,92,4:28:00 AM,12:34:00 AM,20:06,92, , , ,0, , , ,0,66218.7541,0.0001373254261
1928,21,4,,Central,27,3,M,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,3,0,2022-08-20,0,4:01:00 AM,2:16:00 AM,22:15,369,4:01:00 AM,2:11:00 AM,22:10,133,4:01:00 AM,2:05:00 AM,22:04,75, , , ,0, , , ,0,49665.9277,0.0001373254261
1929,21,4,,Central,33,363,M,CommExpress,Express - Cottage Grove - St Paul - Mpls,363,-1,2022-03-26,2,5:36:00 AM,6:12:00 PM,12:36,16, , , ,0, , , ,0, , , ,0, , , ,0,80736.2497,0.0001373254261
1930,21,4,,Central,97,721,M,SuburbLoc,Ltd Stop - Brooklyn Center - Henn Tech - Mpls,721,0,2022-03-26,0,5:30:00 AM,10:28:00 PM,16:58,108,7:30:00 AM,6:25:00 PM,10:55,44,7:30:00 AM,6:23:00 PM,10:53,44, , , ,0, , , ,0,43531.48456,0.0001373254261
1931,21,4,,Central,140,94,M,CommExpress,Express - Mpls - St Paul,94,0,2022-03-26,0,4:59:00 AM,7:30:00 PM,14:31,138, , , ,0, , , ,0, , , ,0, , , ,0,37129.61096,0.0001373254261
1932,21,4,,Central,144,991,M,Special,Blue Line Bus,991,0,2022-06-11,0,5:03:00 AM,7:48:00 AM,02:45,8,5:03:00 AM,7:48:00 AM,02:45,8,5:03:00 AM,7:49:00 AM,02:46,8, , , ,0, , , ,0,46294.91988,0.0001373254261
1933,21,4,,Central,145,992,M,Special,Green Line Bus,992,0,2019-08-17,0,6:08:00 AM,10:42:00 AM,04:34,10,7:07:00 AM,12:02:00 PM,04:55,10,7:07:00 AM,12:02:00 PM,04:55,10, , , ,0, , , ,0,36209.7241,0.0001373254261
1934,21,4,,Central,10,14,M,CoreLoc,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,14,0,2022-08-20,0,4:20:00 AM,1:36:00 AM,21:16,228,4:28:00 AM,12:34:00 AM,20:06,92,4:28:00 AM,12:34:00 AM,20:06,92, , , ,0, , , ,0,66218.7541,0.001398465865
1935,21,4,,Central,32,353,M,CommExpress,Express - Woodbury - St Paul - Mpls,353,-1,2022-03-26,2,5:40:00 AM,6:02:00 PM,12:22,20, , , ,0, , , ,0, , , ,0, , , ,0,62209.89381,0.001398465865
1936,21,4,,Central,33,363,M,CommExpress,Express - Cottage Grove - St Paul - Mpls,363,-1,2022-03-26,2,5:36:00 AM,6:12:00 PM,12:36,16, , , ,0, , , ,0, , , ,0, , , ,0,80736.2497,0.001398465865
1937,21,4,,Central,108,764,M,CommExpress,Express - Winnetka Av - 42nd Av - Mpls,764,-1,2022-03-26,4,7:08:00 AM,5:19:00 PM,10:11,4, , , ,0, , , ,0, , , ,0, , , ,0,43674.23951,0.001398465865
1938,21,4,,Central,140,94,M,CommExpress,Express - Mpls - St Paul,94,0,2022-03-26,0,4:59:00 AM,7:30:00 PM,14:31,138, , , ,0, , , ,0, , , ,0, , , ,0,37129.61096,0.001398465865
1939,21,4,,Central,144,991,M,Special,Blue Line Bus,991,0,2022-06-11,0,5:03:00 AM,7:48:00 AM,02:45,8,5:03:00 AM,7:48:00 AM,02:45,8,5:03:00 AM,7:49:00 AM,02:46,8, , , ,0, , , ,0,46294.91988,0.001398465865
1940,21,4,,Central,145,992,M,Special,Green Line Bus,992,0,2019-08-17,0,6:08:00 AM,10:42:00 AM,04:34,10,7:07:00 AM,12:02:00 PM,04:55,10,7:07:00 AM,12:02:00 PM,04:55,10, , , ,0, , , ,0,36209.7241,0.001398465865
1941,21,4,,Central,12,18,M,CoreLoc,Nicollet Av - South Bloomington,18,0,2022-08-20,0,4:07:00 AM,1:44:00 AM,21:37,316,4:07:00 AM,1:39:00 AM,21:32,153,4:06:00 AM,1:40:00 AM,21:34,147, , , ,0, , , ,0,43158.17352,0.001039567566
1942,21,4,,Central,27,3,M,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,3,0,2022-08-20,0,4:01:00 AM,2:16:00 AM,22:15,369,4:01:00 AM,2:11:00 AM,22:10,133,4:01:00 AM,2:05:00 AM,22:04,75, , , ,0, , , ,0,49665.9277,0.001039567566
1943,21,4,,Central,47,465,P,CommExpress,Express - Burnsville - Mpls - U of M,465,-1,2022-09-17,1,6:15:00 AM,10:54:00 PM,16:39,52, , , ,0, , , ,0, , , ,0, , , ,0,68919.02426,0.001039567566
1944,21,4,,Central,48,467,P,CommExpress,Express - Lakeville - Mpls,467,-1,2022-08-20,1,5:43:00 AM,6:28:00 PM,12:45,12, , , ,0, , , ,0, , , ,0, , , ,0,67952.15381,0.001039567566
1945,21,4,,Central,51,475,P,CommExpress,Express - Apple Valley - Eagan - Mpls - U of M,475,-1,2022-09-17,1,7:03:00 AM,6:58:00 PM,11:55,20, , , ,0, , , ,0, , , ,0, , , ,0,89217.97336,0.001039567566
1946,21,4,,Central,57,490,P,CommExpress,Express - Prior Lake - Shakopee - Mpls,490,-1,2022-09-17,1,5:43:00 AM,6:47:00 PM,13:04,14, , , ,0, , , ,0, , , ,0, , , ,0,93736.82515,0.001039567566
1947,21,4,,Central,90,698,P,CommExpress,SW Transit - Express - Chaska - Chanhassen - Mpls,698,-1,2020-09-12,3,5:30:00 AM,7:26:00 PM,13:56,36, , , ,0, , , ,0, , , ,0, , , ,0,113727.8235,0.001039567566
1948,21,4,,Central,16,22,M,CoreLoc,Brooklyn Ctr - Lyndale Av N - Cedar - 28 Av S - VA,22,0,2022-08-20,0,4:22:00 AM,1:51:00 AM,21:29,230,5:02:00 AM,1:51:00 AM,20:49,73,5:02:00 AM,1:51:00 AM,20:49,73, , , ,0, , , ,0,60978.40547,0.005955633803
1949,21,4,,Central,27,3,M,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,3,0,2022-08-20,0,4:01:00 AM,2:16:00 AM,22:15,369,4:01:00 AM,2:11:00 AM,22:10,133,4:01:00 AM,2:05:00 AM,22:04,75, , , ,0, , , ,0,49665.9277,0.005955633803
1950,21,4,,Central,47,465,P,CommExpress,Express - Burnsville - Mpls - U of M,465,-1,2022-09-17,1,6:15:00 AM,10:54:00 PM,16:39,52, , , ,0, , , ,0, , , ,0, , , ,0,68919.02426,0.005955633803
1951,21,4,,Central,51,475,P,CommExpress,Express - Apple Valley - Eagan - Mpls - U of M,475,-1,2022-09-17,1,7:03:00 AM,6:58:00 PM,11:55,20, , , ,0, , , ,0, , , ,0, , , ,0,89217.97336,0.005955633803
1952,21,4,,Central,57,490,P,CommExpress,Express - Prior Lake - Shakopee - Mpls,490,-1,2022-09-17,1,5:43:00 AM,6:47:00 PM,13:04,14, , , ,0, , , ,0, , , ,0, , , ,0,93736.82515,0.005955633803
1953,21,4,,Central,90,698,P,CommExpress,SW Transit - Express - Chaska - Chanhassen - Mpls,698,-1,2020-09-12,3,5:30:00 AM,7:26:00 PM,13:56,36, , , ,0, , , ,0, , , ,0, , , ,0,113727.8235,0.005955633803
1954,21,4,,Central,91,7,M,CoreLoc,Plymouth-27Av-Minnehaha-46St Sta-34Av S-66st/Cedar,7,0,2022-08-20,0,4:40:00 AM,11:49:00 PM,19:09,140,5:11:00 AM,11:48:00 PM,18:37,68,6:19:00 AM,11:48:00 PM,17:29,63, , , ,0, , , ,0,49275.12657,0.005955633803
1955,21,4,,Central,16,22,M,CoreLoc,Brooklyn Ctr - Lyndale Av N - Cedar - 28 Av S - VA,22,0,2022-08-20,0,4:22:00 AM,1:51:00 AM,21:29,230,5:02:00 AM,1:51:00 AM,20:49,73,5:02:00 AM,1:51:00 AM,20:49,73, , , ,0, , , ,0,60978.40547,0.00154634479
1956,21,4,,Central,62,5,M,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,5,0,2022-03-26,0,3:53:00 AM,1:49:00 AM,21:56,432,3:50:00 AM,1:48:00 AM,21:58,175,3:50:00 AM,1:37:00 AM,21:47,142, , , ,0, , , ,0,58282.58156,0.00154634479
1957,21,4,,Central,104,755,M,CommExpress,Ltd Stop - Hwy 55 - Golden Valley Rd - Winnetka Av,755,-1,2022-08-20,4,5:06:00 AM,6:00:00 PM,12:54,36, , , ,0, , , ,0, , , ,0, , , ,0,58165.68192,0.00154634479
1958,21,4,,Central,108,764,M,CommExpress,Express - Winnetka Av - 42nd Av - Mpls,764,-1,2022-03-26,4,7:08:00 AM,5:19:00 PM,10:11,4, , , ,0, , , ,0, , , ,0, , , ,0,43674.23951,0.00154634479
1959,21,4,,Central,138,923,M,BRT,C Line - Penn Av - Brooklyn Center,923,0,2022-08-20,0,4:26:00 AM,1:37:00 AM,21:11,380,4:13:00 AM,1:36:00 AM,21:23,175,4:25:00 AM,1:36:00 AM,21:11,173, , , ,0, , , ,0,22360.39837,0.00154634479
1960,21,4,,Central,139,924,M,BRT, ,0,0,,0,4:02:00 AM,1:47:00 AM,21:45,197,4:02:00 AM,1:47:00 AM,21:45,196,4:02:00 AM,1:47:00 AM,21:45,184, , , ,0, , , ,0,46661.25591,0.00154634479
1961,21,4,,Central,143,945,M,Special,Training - Route 5,945,0,2018-05-19,0,4:19:00 AM,1:39:00 AM,21:20,83,4:00:00 AM,2:18:00 AM,22:18,168,4:00:00 AM,2:22:00 AM,22:22,170, , , ,0, , , ,0,54750.73663,0.00154634479
1962,21,4,,Central,16,22,M,CoreLoc,Brooklyn Ctr - Lyndale Av N - Cedar - 28 Av S - VA,22,0,2022-08-20,0,4:22:00 AM,1:51:00 AM,21:29,230,5:02:00 AM,1:51:00 AM,20:49,73,5:02:00 AM,1:51:00 AM,20:49,73, , , ,0, , , ,0,60978.40547,0.009466361364
1963,21,4,,Central,62,5,M,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,5,0,2022-03-26,0,3:53:00 AM,1:49:00 AM,21:56,432,3:50:00 AM,1:48:00 AM,21:58,175,3:50:00 AM,1:37:00 AM,21:47,142, , , ,0, , , ,0,58282.58156,0.009466361364
1964,21,4,,Central,104,755,M,CommExpress,Ltd Stop - Hwy 55 - Golden Valley Rd - Winnetka Av,755,-1,2022-08-20,4,5:06:00 AM,6:00:00 PM,12:54,36, , , ,0, , , ,0, , , ,0, , , ,0,58165.68192,0.009466361364
1965,21,4,,Central,131,9,M,CoreLoc,Glenwood-Wayzata Blvd-Cedar Lk Rd-36Av S-46 St Sta,9,0,2022-08-20,0,4:25:00 AM,12:40:00 AM,20:15,148,5:26:00 AM,12:38:00 AM,19:12,67,5:26:00 AM,12:47:00 AM,19:21,64, , , ,0, , , ,0,57402.3883,0.009466361364
1966,21,4,,Central,138,923,M,BRT,C Line - Penn Av - Brooklyn Center,923,0,2022-08-20,0,4:26:00 AM,1:37:00 AM,21:11,380,4:13:00 AM,1:36:00 AM,21:23,175,4:25:00 AM,1:36:00 AM,21:11,173, , , ,0, , , ,0,22360.39837,0.009466361364
1967,21,4,,Central,139,924,M,BRT, ,0,0,,0,4:02:00 AM,1:47:00 AM,21:45,197,4:02:00 AM,1:47:00 AM,21:45,196,4:02:00 AM,1:47:00 AM,21:45,184, , , ,0, , , ,0,46661.25591,0.009466361364
1968,21,4,,Central,143,945,M,Special,Training - Route 5,945,0,2018-05-19,0,4:19:00 AM,1:39:00 AM,21:20,83,4:00:00 AM,2:18:00 AM,22:18,168,4:00:00 AM,2:22:00 AM,22:22,170, , , ,0, , , ,0,54750.73663,0.009466361364
1969,21,4,,Central,27,3,M,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,3,0,2022-08-20,0,4:01:00 AM,2:16:00 AM,22:15,369,4:01:00 AM,2:11:00 AM,22:10,133,4:01:00 AM,2:05:00 AM,22:04,75, , , ,0, , , ,0,49665.9277,0.001483083867
1970,21,4,,Central,48,467,P,CommExpress,Express - Lakeville - Mpls,467,-1,2022-08-20,1,5:43:00 AM,6:28:00 PM,12:45,12, , , ,0, , , ,0, , , ,0, , , ,0,67952.15381,0.001483083867
1971,21,4,,Central,52,477,P,CommExpress,Express - Apple Valley - Mpls,477,-1,2022-09-17,1,5:33:00 AM,7:13:00 PM,13:40,32, , , ,0, , , ,0, , , ,0, , , ,0,74555.79075,0.001483083867
1972,21,4,,Central,85,667,M,CommExpress,Express - Minnetonka - St Louis Park - Mpls,667,-1,2021-03-13,3,6:49:00 AM,5:35:00 PM,10:46,10, , , ,0, , , ,0, , , ,0, , , ,0,53745.86878,0.001483083867
1973,21,4,,Central,90,698,P,CommExpress,SW Transit - Express - Chaska - Chanhassen - Mpls,698,-1,2020-09-12,3,5:30:00 AM,7:26:00 PM,13:56,36, , , ,0, , , ,0, , , ,0, , , ,0,113727.8235,0.001483083867
1974,21,4,,Central,111,774,P,CommExpress,Plymouth - Express - Station 73,774,-1,2020-09-12,3,6:00:00 AM,6:45:00 PM,12:45,16, , , ,0, , , ,0, , , ,0, , , ,0,54723.76536,0.001483083867
1975,21,4,,Central,119,795,P,CommExpress,Plymouth - Express - Midday - Northeast Plymouth,795,-1,2020-09-12,3,12:01:00 PM,3:00:00 PM,02:59,2, , , ,0, , , ,0, , , ,0, , , ,0,29944.21458,0.001483083867
1976,27,10,,Nokomis,38,436,P,SuburbLoc,Eagan - Hwy 55 - Reverse Commuter,436,0,2022-05-21,0,5:50:00 AM,9:16:00 PM,15:26,37, , , ,0, , , ,0, , , ,0, , , ,0,39767.89101,0.00005853520515
1977,27,10,,Nokomis,43,446,P,SuburbLoc,Eagan - 46th St Sta,446,0,2022-09-17,0,6:09:00 AM,8:52:00 PM,14:43,36,7:55:00 AM,8:54:00 PM,12:59,26,7:55:00 AM,8:54:00 PM,12:59,26, , , ,0, , , ,0,44655.64024,0.00005853520515
1978,27,10,,Nokomis,45,46,M,SupportLoc,50St - 46St - 46St Sta - Highland Village,46,0,2022-08-20,0,6:25:00 AM,10:57:00 PM,16:32,128, , , ,0, , , ,0, , , ,0, , , ,0,36845.85737,0.00005853520515
1979,27,10,,Nokomis,91,7,M,CoreLoc,Plymouth-27Av-Minnehaha-46St Sta-34Av S-66st/Cedar,7,0,2022-08-20,0,4:40:00 AM,11:49:00 PM,19:09,140,5:11:00 AM,11:48:00 PM,18:37,68,6:19:00 AM,11:48:00 PM,17:29,63, , , ,0, , , ,0,49275.12657,0.00005853520515
